pos	gene	strand	head.reads	ratio1_1											
440236	MMP0440	+	15	1.394726											
440436	MMP0441	+	75	2.0135											
440441	MMP0441	+	7	1.118642											
440579	MMP0441	+	28	1.499991											
441027	MMP0442	+	21	1.106598											
441099	MMP0442	+	36	1.255317											
441500	MMP0444	+	267	1.229184											
441506	MMP0444	+	132	1.143791											
441512	MMP0444	+	273	1.656248											
441517	MMP0444	+	55	1.177419											
441524	MMP0444	+	25	1.105932											
441527	MMP0444	+	90	1.89108											
441537	MMP0444	+	8	1.124998											
441544	MMP0444	+	9	1.163633											
442470	MMP0447	-	17	1.944392											
442477	MMP0447	-	6	1.142854											
442488	MMP0447	-	38	1.575749											
442499	MMP0447	-	216	1.857139											
445582	MMP0452	-	32	1.680837											
447659	MMP0455	-	8	1.249992											
447679	MMP0455	-	7	1.120688											
451881	MMP0457	+	107	1.427998											
451911	MMP0457	+	35	1.603438											
453982	MMP0458	+	10	1.714235											
454098	MMP0458	+	231	1.142857											
454118	MMP0458	+	781	1.915591											
454147	MMP0458	+	166	1.643408											
454180	RNA_13	+	23	1.247309											
454284	RNA_13	+	32	1.761887											
454987	MMP0459	+	367	3.44665											
462501	MMP0464	-	6	1.545405											
473692	MMP0476	-	20	1.571412											
476399	MMP0480	+	30	1.191082											
476436	MMP0480	+	9	1.10465											
476445	MMP0480	+	21	1.349994											
478538	MMP0482	-	9	1.374984											
478546	MMP0482	-	13	1.295448											
485746	MMP0487	+	8	2.333111											
486341	MMP0489	-	9	2.124859											
486352	MMP0489	-	32	1.91426											
487139	MMP0490	-	6	2.19976											
487165	MMP0490	-	13	1.649968											
489215	MMP0493	-	8	1.380934											
501265	MMP0496	+	9	1.499972											
502734	MMP0498	+	31	1.63264											
504445	MMP0500	+	16	1.122136											
504474	MMP0500	+	12	1.116504											
504477	MMP0500	+	41	2.28121											
504522	MMP0500	+	7	1.69993											
507594	MMP0502	+	7	1.233326											
517289	MMP0511	+	12	1.285707											
517291	MMP0511	+	31	6.165806											
520983	MMP0514	+	7	1.249991											
520991	MMP0514	+	11	1.91659											
522603	MMP0516	+	23	1.33823											
522658	MMP0516	+	14	1.274504											
522661	MMP0516	+	7	1.174996											
522664	MMP0516	+	6	1.171424											
523552	MMP0519	-	8	2.9995											
529986	MMP0524	-	8	2.333111											
529994	MMP0524	-	75	4.260728											
532483	MMP0526	+	6	1.139532											
532821	MMP0528	-	11	1.189652											
532907	MMP0528	-	65	1.738628											
532916	MMP0528	-	29	1.105839											
533436	MMP0529	-	159	2.223068											
536708	MMP0531	+	8	1.242417											
538305	MMP0532	+	12	1.196718											
538311	MMP0532	+	15	1.681787											
538998	MMP0533	+	18	1.899955											
539165	MMP0534	-	16	1.372084											
541030	MMP0536	-	6	1.666593											
541038	MMP0536	-	7	1.466636											
543327	MMP0538	+	22	1.64704											
544944	MMP0539	+	41	1.418363											
544947	MMP0539	+	8	1.11594											
544951	MMP0539	+	12	1.23529											
544958	MMP0539	+	7	1.179483											
545764	MMP0540	+	20	1.487793											
545767	MMP0540	+	7	1.279989											
545771	MMP0540	+	6	1.374977											
546437	MMP0541	+	9	1.147539											
546469	MMP0541	+	14	1.411753											
546502	MMP0541	+	6	1.545405											
547230	MMP0542	+	45	2.285678											
547856	MMP0543	+	16	2.230675											
548899	MMP0544	+	8	2.333111											
550621	MMP0545	+	30	1.526307											
551449	MMP0546	+	13	1.342096											
551478	MMP0546	+	8	1.571388											
554010	MMP0549	+	19	1.322028											
554012	MMP0549	+	19	1.487167											
554018	MMP0549	+	15	1.789432											
554982	MMP0550	+	89	2.779964											
554987	MMP0550	+	14	1.933271											
556585	MMP0553	-	49	2.256378											
556611	MMP0553	-	21	1.166665											
559054	MMP0555	+	8	1.242417											
559067	MMP0555	+	6	1.315773											
561232	MMP0559	+	124	2.227711											
561238	MMP0559	+	19	1.431808											
561242	MMP0559	+	11	1.733284											
561960	MMP0561	-	8	1.195117											
562025	MMP0561	-	15	1.294112											
562807	MMP0562	-	7	1.41174											
563218	MMP0563	-	26	7.498375											
565664	MMP0566	-	7	1.368402											
565668	MMP0566	-	18	1.59998											
565674	MMP0566	-	69	1.821419											
571657	MMP0572	-	10	1.270263											
571679	MMP0572	-	52	1.742847											
571684	MMP0572	-	80	1.307691											
571686	MMP0572	-	379	2.041206											
573182	MMP0573	+	10	1.185182											
573498	MMP0574	-	129	1.250972											
573523	MMP0575	-	163	1.202484											
573532	MMP0575	-	1617	1.765625											
573806	MMP0576	-	55	1.263157											
573939	MMP0576	-	10	1.131577											
573947	MMP0576	-	33	1.329997											
574641	MMP0577	-	116	1.617018											
575053	MMP0578	-	21	1.344257											
575087	MMP0578	-	13	1.112068											
577831	MMP0581	+	10	1.9999											
578988	MMP0584	-	39	2.218712											
582356	MMP0586	-	11	1.063218											
582569	MMP0585	+	151	1.262152											
582602	MMP0585	+	169	1.612317											
582669	MMP0585	+	11	1.109999											
582677	MMP0585	+	13	1.164555											
582700	MMP0585	+	6	1.124997											
587316	MMP0590	-	18	1.449989											
587453	MMP0589	+	6	1.117645											
587979	MMP0591	-	7	1.111109											
588033	MMP0591	-	7	1.205876											
588035	MMP0591	-	12	1.292676											
588039	MMP0591	-	10	1.181815											
588047	MMP0591	-	142	2.109366											
588699	MMP0592	-	8	1.333319											
593358	MMP0596	+	20	1.338977											
593362	MMP0596	+	6	1.119998											
593498	MMP0596	+	6	1.109089											
594061	MMP0597	+	74	1.536228											
594068	MMP0597	+	17	1.184781											
594073	MMP0597	+	30	1.731689											
595504	MMP0598	+	9	1.529381											
596095	MMP0600	-	8	1.499969											
596114	MMP0600	-	38	1.999974											
596218	MMP0600	-	29	1.311825											
596948	MMP0601	-	9	1.562465											
596959	MMP0601	-	7	1.199994											
596961	MMP0601	-	22	1.549986											
596983	MMP0601	-	18	1.214283											
596986	MMP0601	-	18	1.159291											
596994	MMP0601	-	219	2.146591											
599143	MMP0603	+	6	1.109089											
599226	MMP0603	+	9	1.101122											
599301	MMP0603	+	12	1.157893											
599308	MMP0603	+	8	1.124998											
599990	MMP0604	+	358	2.193329											
599994	MMP0604	+	27	1.137754											
600003	MMP0604	+	15	1.109488											
600012	MMP0604	+	42	1.736829											
600022	MMP0604	+	8	1.333319											
600617	MMP0606	-	39	1.309521											
600623	MMP0605	+	97	1.494895											
600624	MMP0606	-	26	1.159508											
602967	MMP0608	-	11	2.222086											
603086	MMP0608	-	12	1.333324											
607101	MMP0610	+	24	1.666648											
607540	MMP0611	+	22	1.153845											
607605	MMP0611	+	18	1.236839											
607630	MMP0611	+	10	1.333322											
609099	MMP0613	+	25	1.431027											
609102	MMP0613	+	26	1.838683											
609112	MMP0613	+	7	1.499964											
609798	MMP0615	-	112	1.817512											
609807	MMP0615	-	705	1.69664											
609925	MMP0614	+	293	1.13028											
609929	MMP0614	+	1007	1.775808											
613376	MMP0617	+	7	1.349983											
615899	MMP0620	+	264	3.378357											
615905	MMP0620	+	11	1.18333											
615908	MMP0620	+	15	1.357134											
618826	MMP0624	+	384	1.54623											
618832	MMP0624	+	224	1.769757											
618836	MMP0624	+	30	1.315786											
618840	MMP0624	+	14	1.202896											
618842	MMP0624	+	12	1.210523											
618846	MMP0625	-	29	1.376618											
618859	MMP0625	-	40	1.202019											
618866	MMP0625	-	159	1.498431											
618870	MMP0625	-	61	1.107017											
618875	MMP0625	-	1885	2.636283											
619060	MMP0626	-	17	1.16346											
619210	MMP0626	-	11	1.171872											
619644	MMP0627	-	45	1.599992											
620606	MMP0628	+	18	1.199998											
620649	MMP0628	+	7	1.114752											
620651	MMP0628	+	22	1.64704											
621166	MMP0629	+	404	1.524675											
621174	MMP0629	+	231	2.283326											
621182	MMP0629	+	39	1.389996											
621199	MMP0630	-	6	1.176465											
621226	MMP0629	+	15	1.319142											
621254	MMP0629	+	6	1.199993											
621267	MMP0629	+	7	1.279989											
621298	MMP0630	-	33	1.733317											
621303	MMP0630	-	11	1.132529											
624290	MMP0631	+	13	1.102361											
624311	MMP0631	+	20	1.350871											
624317	MMP0631	+	9	1.214281											
624324	MMP0631	+	7	1.241371											
625637	MMP0632	+	10	1.624961											
626341	MMP0633	+	194	1.850873											
626400	MMP0633	+	66	2.294092											
629868	MMP0636	+	52	1.412695											
629875	MMP0636	+	7	1.26922											
629881	MMP0636	+	6	1.545405											
630442	MMP0637	+	15	1.535695											
632768	MMP0639	-	17	1.339993											
632798	MMP0639	-	8	1.105262											
632816	MMP0638	+	10	1.144925											
632818	MMP0639	-	144	2.19999											
632827	MMP0639	-	101	1.259639											
632833	MMP0639	-	83	1.135179											
632838	MMP0639	-	1202	2.485783											
632843	MMP0639	-	1373	1.492115											
633251	MMP0641	-	6	1.086955											
633814	MMP0642	-	8	1.285704											
635955	MMP0644	-	39	1.322311											
636033	MMP0643	+	54	1.425194											
638055	MMP0647	-	18	1.418595											
638151	MMP0647	-	13	1.107437											
638295	MMP0646	+	29	1.292926											
638326	MMP0646	+	8	1.133331											
638404	MMP0646	+	10	1.35713											
643681	MMP0651	+	30	1.202701											
643703	MMP0651	+	51	1.761183											
646761	MMP0654	+	1505	2.878899											
646771	MMP0654	+	166	2.064096											
646774	MMP0654	+	9	1.108432											
646789	MMP0654	+	9	1.157892											
646838	MMP0654	+	9	1.281241											
647005	MMP0655	+	12	1.181815											
647011	MMP0655	+	12	1.307684											
647032	MMP0655	+	21	3.999571											
647551	MMP0657	-	21	1.218748											
647578	MMP0657	-	16	1.115941											
647586	MMP0657	-	36	1.227847											
647638	MMP0656	+	39	1.143382											
647639	MMP0657	-	163	1.588446											
647646	MMP0657	-	207	1.398843											
648022	MMP0658	-	32	1.666653											
650252	MMP0660	-	10	3.499375											
654578	MMP0664	+	30	2.499925											
655075	MMP0666	-	50	1.819659											
655116	MMP0666	-	72	1.575995											
655140	MMP0665	+	10	1.103092											
657813	MMP0667	+	18	1.2093											
657833	MMP0667	+	42	2.272689											
658447	MMP0668	+	15	1.2027											
658473	MMP0668	+	8	1.105262											
659149	MMP0669	+	1793	2.222221											
659158	MMP0669	+	141	1.298097											
659168	MMP0669	+	93	1.464998											
659175	MMP0669	+	15	1.109488											
659195	MMP0669	+	39	1.573521											
659323	MMP0669	+	8	1.181814											
660267	MMP0670	+	25	1.641009											
660323	MMP0671	+	7	1.194439											
660356	MMP0671	+	17	3.124734											
661348	MMP0672	+	11	1.611077											
662751	MMP0674	-	8	4.998001											
662783	MMP0674	-	16	1.695622											
663530	MMP0676	-	17	1.809485											
666597	MMP0679	-	7	1.166663											
666649	MMP0678	+	7	1.095889											
666668	MMP0679	-	30	1.483863											
666694	MMP0679	-	34	1.265623											
668365	MMP0680	-	66	2.499966											
668970	MMP0681	-	8	1.499969											
670451	MMP0682	-	22	1.666646											
670508	MMP0682	-	13	1.103174											
670517	MMP0682	-	63	1.368419											
671119	MMP0683	-	10	1.158728											
673036	MMP0684	+	80	1.382773											
673045	MMP0684	+	17	1.116438											
673049	MMP0684	+	46	1.574993											
673056	MMP0684	+	7	1.349983											
673912	MMP0685	+	22	1.103773											
675002	MMP0686	+	84	2.866625											
675011	MMP0686	+	12	2.09081											
675693	MMP0688	-	18	1.076595											
675730	MMP0687	+	56	1.152588											
675768	MMP0687	+	91	1.464283											
675779	MMP0687	+	16	1.119402											
678797	MMP0689	+	58	1.237704											
678806	MMP0689	+	126	6.039798											
678812	MMP0689	+	8	1.533298											
680094	MMP0692	-	9	2.124859											
680108	MMP0692	-	8	1.258056											
680112	MMP0692	-	31	1.584895											
680121	MMP0692	-	382	3.343544											
681152	MMP0693	-	9	1.692254											
681157	MMP0693	-	10	1.35713											
681160	MMP0693	-	17	1.447357											
682024	MMP0694	-	11	2.09989											
682030	MMP0694	-	6	1.260858											
682097	MMP0694	-	21	1.349994											
682126	MMP0694	-	34	1.234481											
684108	MMP0695	-	11	1.289466											
684110	MMP0695	-	7	1.134613											
684114	MMP0695	-	37	1.430228											
684121	MMP0695	-	537	3.645307											
684907	MMP0696	-	9	1.59996											
689861	MMP0698	+	40	1.526309											
689870	MMP0698	+	10	1.624961											
692443	MMP0701	+	6	1.105261											
692450	MMP0701	+	12	1.333324											
692452	MMP0701	+	14	1.823481											
693377	MMP0702	+	17	1.180849											
693385	MMP0702	+	8	1.101265											
693409	MMP0702	+	14	1.237284											
693453	MMP0702	+	22	1.785686											
694378	MMP0704	-	40	2.025615											
694384	MMP0704	-	27	1.247704											
694390	MMP0704	-	133	1.599096											
696331	MMP0706	-	6	1.545405											
696379	MMP0706	-	15	1.599976											
699999	MMP0708	+	26	1.192591											
700044	MMP0708	+	50	2.020387											
700097	MMP0708	+	6	1.139532											
700188	RNA_14	+	8	1.108107											
700208	RNA_14	+	26	1.838683											
701013	MMP0709	+	384	2.238706											
701021	MMP0709	+	36	1.283462											
701040	MMP0709	+	37	1.80433											
701049	MMP0709	+	11	1.439982											
705852	MMP0712	+	15	1.652146											
708589	MMP0714	+	12	1.479981											
710357	MMP0716	+	80	1.740734											
710367	MMP0716	+	7	1.134613											
711666	MMP0718	+	128	1.643213											
711670	MMP0718	+	21	1.126505											
711673	MMP0718	+	41	1.422676											
711704	MMP0718	+	9	1.15517											
711719	MMP0718	+	11	1.32352											
712043	MMP0719	+	189	2.601681											
712047	MMP0719	+	15	1.178569											
712066	MMP0719	+	14	1.368411											
713955	MMP0720	+	29	2.115342											
713965	MMP0720	+	7	1.466636											
715766	MMP0723	+	25	1.657877											
717489	MMP0727	-	18	1.818145											
720905	MMP0729	-	7	1.874891											
727868	MMP0734	+	42	1.545447											
727878	MMP0734	+	12	1.399987											
728966	MMP0735	+	40	1.499994											
730219	MMP0738	-	26	1.12745											
730225	MMP0737	+	106	1.155653											
730254	MMP0737	+	94	1.194617											
730259	MMP0737	+	156	1.519998											
730264	MMP0737	+	17	1.10119											
730270	MMP0737	+	27	1.262133											
730273	MMP0737	+	14	1.160918											
732054	MMP0739	-	15	1.652146											
749646	MMP0756	+	6	1.13333											
749651	MMP0756	+	9	1.374984											
752225	MMP0760	-	37	3.642668											
753043	MMP0761	+	11	1.423061											
753045	MMP0761	+	7	1.499964											
762473	MMP0770	+	22	1.687479											
776618	MMP0785	+	9	1.333321											
776661	MMP0785	+	6	2.19976											
781014	MMP0788	+	13	1.999923											
783842	MMP0790	+	8	4.998001											
785777	MMP0792	+	6	2.19976											
790639	MMP0798	-	6	6.994006											
792227	MMP0799	+	15	3.142551											
802422	MMP0809	+	39	2.949903											
803062	MMP0811	-	6	1.222214											
803671	MMP0812	-	25	3.777469											
807392	MMP0814	-	13	1.519979											
811193	MMP0816	-	21	2.166602											
811203	MMP0816	-	9	1.157892											
811206	MMP0816	-	14	1.208952											
811252	MMP0816	-	16	1.146788											
821449	MMP0826	-	8	1.102563											
821455	MMP0826	-	23	1.247309											
822509	MMP0827	+	8	1.173909											
822551	MMP0827	+	17	2.416549											
833823	MMP0839	-	7	1.12727											
833825	MMP0839	-	10	1.153844											
836690	MMP0841	+	10	2.666389											
837473	MMP0843	+	15	1.749963											
838283	MMP0844	+	14	1.636335											
839190	MMP0846	+	13	1.361101											
839198	MMP0846	+	18	2.384509											
842539	MMP0851	-	6	1.461503											
842559	MMP0851	-	7	1.304335											
842577	MMP0851	-	12	1.266661											
842730	MMP0850	+	6	1.23076											
845689	MMP0855	+	8	1.666611											
851427	MMP0859	+	11	1.423061											
851685	MMP0860	+	10	1.526288											
851692	MMP0860	+	6	1.59994											
854396	MMP0862	+	15	1.576901											
854421	MMP0862	+	6	1.749906											
856176	MMP0865	-	6	1.315773											
856184	MMP0865	-	34	1.77271											
857689	MMP0866	-	14	1.999929											
857712	MMP0866	-	14	1.325574											
857723	MMP0866	-	71	1.797744											
857760	MMP0866	-	51	1.147398											
857768	MMP0866	-	597	1.868994											
858690	MMP0867	-	27	1.69229											
858697	MMP0867	-	70	1.440249											
862608	MMP0870	+	12	6.997001											
864871	MMP0872	+	17	1.220776											
864880	MMP0872	+	17	1.424989											
866611	MMP0874	-	22	1.236557											
866621	MMP0874	-	67	1.426749											
866828	MMP0873	+	8	1.068375											
869511	MMP0876	-	18	1.529396											
869581	MMP0875	+	9	1.281241											
872077	MMP0878	+	136	2.070858											
872164	MMP0879	-	11	1.2037											
872168	MMP0879	-	70	1.61403											
874919	MMP0881	-	24	2.19994											
876258	MMP0883	-	18	1.310339											
876268	MMP0883	-	48	1.510633											
879262	MMP0886	-	7	1.132073											
880160	MMP0887	-	6	1.399973											
880165	MMP0887	-	33	2.43472											
880564	MMP0888	-	7	1.199994											
880592	MMP0888	-	20	1.327863											
880599	MMP0888	-	51	1.398434											
880603	MMP0888	-	21	1.11413											
880606	MMP0888	-	302	2.274256											
880615	MMP0888	-	100	1.110497											
880874	MMP0889	-	21	1.349994											
884054	MMP0890	+	14	1.116666											
884135	MMP0890	+	16	1.13793											
884164	MMP0890	+	42	2.909004											
884855	MMP0891	+	8	1.190472											
884874	MMP0891	+	6	1.23999											
888137	MMP0894	+	91	1.270833											
888149	MMP0894	+	27	1.107569											
888175	MMP0894	+	42	1.399996											
888181	MMP0894	+	7	1.106059											
888195	MMP0894	+	13	1.499981											
888954	MMP0895	+	7	1.304335											
891504	MMP0897	+	37	1.999973											
891504	MMP0898	-	8	1.275853											
891507	MMP0898	-	40	1.606051											
896196	MMP0901	-	26	1.604637											
896201	MMP0901	-	8	1.105262											
896411	MMP0900	+	11	1.098213											
897315	MMP0902	-	17	2.214199											
897337	MMP0902	-	41	2.024974											
898179	MMP0904	-	6	1.136361											
898188	MMP0904	-	16	1.24615											
898246	MMP0904	-	19	1.145037											
902076	MMP0908	+	52	2.333299											
902396	MMP0910	-	10	1.204077											
902452	MMP0909	+	17	1.168315											
902878	MMP0911	-	32	1.91426											
903510	MMP0912	-	29	5.142265											
905646	MMP0915	+	22	1.128654											
905662	MMP0915	+	30	1.218977											
905854	MMP0916	+	1070	2.611443											
905863	MMP0916	+	93	1.350942											
905882	MMP0916	+	48	1.287423											
905884	MMP0916	+	16	1.11111											
905889	MMP0916	+	29	1.292926											
905892	MMP0916	+	20	1.322575											
905895	MMP0916	+	11	1.229162											
905904	MMP0916	+	15	1.576901											
906792	MMP0917	+	29	1.165713											
906832	MMP0917	+	26	1.234232											
906840	MMP0917	+	13	1.135415											
906843	MMP0917	+	9	1.109755											
906851	MMP0917	+	10	1.178568											
906873	MMP0917	+	6	1.136361											
908338	MMP0919	-	30	2.07139											
909133	MMP0920	-	10	1.714235											
909181	MMP0920	-	10	1.384601											
909193	MMP0920	-	52	1.912265											
912682	MMP0923	+	25	1.757553											
912723	MMP0923	+	6	1.59994											
919458	MMP0929	+	13	1.333325											
920268	MMP0931	-	7	2.39972											
920275	MMP0931	-	59	3.359906											
921639	MMP0933	-	6	2.19976											
921987	MMP0934	-	6	1.749906											
922046	MMP0934	-	13	1.619018											
925507	MMP0938	-	23	1.31944											
925583	MMP0937	+	17	1.130768											
925587	MMP0937	+	18	1.211762											
925591	MMP0937	+	7	1.106059											
926374	MMP0939	-	18	1.439014											
928961	MMP0942	-	7	1.499964											
928975	MMP0942	-	6	1.23999											
933156	MMP0946	-	6	1.101693											
933174	MMP0946	-	10	1.112358											
933214	MMP0946	-	14	1.123893											
933225	MMP0946	-	14	1.101449											
933263	MMP0946	-	66	1.27966											
934819	MMP0947	-	6	1.187494											
934851	MMP0947	-	21	1.488361											
936422	MMP0948	+	68	1.191549											
936427	MMP0948	+	135	1.870962											
936432	MMP0948	+	36	1.654534											
936436	MMP0948	+	7	1.179483											
936440	MMP0948	+	9	1.346141											
937897	MMP0949	+	31	1.861087											
940121	MMP0952	-	10	1.399984											
940185	MMP0952	-	15	1.272722											
940191	MMP0952	-	16	1.216213											
940201	MMP0952	-	154	1.620965											
940211	MMP0952	-	203	1.334431											
940218	MMP0952	-	146	1.165909											
941792	MMP0954	-	8	1.666611											
943739	MMP0955	+	33	1.299997											
943745	MMP0955	+	30	1.491795											
943750	MMP0955	+	21	1.913004											
943867	MMP0955	+	8	1.131145											
943904	MMP0955	+	20	1.476179											
943908	MMP0955	+	9	1.272719											
943910	MMP0955	+	6	1.23076											
946323	MMP0956	+	16	1.117646											
946332	MMP0956	+	36	1.562491											
946334	MMP0956	+	7	1.124998											
946343	MMP0956	+	11	1.379297											
947236	MMP0959	-	12	2.09081											
951131	MMP0961	+	39	2.857054											
952100	MMP0963	+	297	3.395142											
952109	MMP0963	+	9	1.124998											
952136	MMP0963	+	11	1.439982											
952332	MMP0965	-	9	1.103447											
952345	MMP0965	-	28	1.233331											
952467	MMP0965	-	15	1.103448											
952474	MMP0965	-	80	1.451975											
952482	MMP0964	+	33	1.158653											
952488	MMP0965	-	161	1.398514											
952990	MMP0966	-	10	1.158728											
954739	MMP0967	+	10	1.588201											
956341	MMP0969	+	46	1.54117											
959482	MMP0971	+	64	1.390242											
959483	MMP0972	-	30	1.299997											
959489	MMP0971	+	14	1.153844											
959499	MMP0971	+	7	1.109373											
959519	MMP0971	+	11	1.18333											
961509	MMP0975	-	26	4.713755											
961519	MMP0975	-	26	1.419348											
963987	MMP0978	-	17	1.320749											
963994	MMP0978	-	16	1.210524											
964026	MMP0978	-	21	1.19626											
964043	MMP0978	-	15	1.111939											
964320	MMP0979	-	30	1.769211											
969998	MMP0985	-	7	1.333317											
972494	MMP0986	-	10	1.588201											
975225	MMP0989	-	6	1.166662											
975233	MMP0989	-	41	1.67212											
981162	MMP0992	+	3813	1.799706											
981164	MMP0992	+	1777	1.622853											
981207	MMP0992	+	228	1.201413											
981210	MMP0992	+	336	1.526645											
981213	MMP0992	+	64	1.120075											
981216	MMP0992	+	65	1.156626											
981219	MMP0992	+	34	1.100295											
981244	MMP0992	+	46	1.233501											
981250	MMP0992	+	26	1.180554											
981257	MMP0992	+	12	1.127658											
982773	MMP0997	-	13	1.764661											
984183	MMP0999	-	10	1.208329											
984186	MMP0999	-	6	1.103446											
984217	MMP0998	+	43	1.781804											
984238	MMP0999	-	13	1.433319											
986436	MMP1002	-	6	1.299985											
986487	MMP1002	-	8	1.21621											
986584	MMP1001	+	8	1.166663											
992870	MMP1009	-	32	1.376466											
993025	MMP1009	-	7	1.155552											
995294	MMP1011	-	32	1.941149											
997109	MMP1012	-	15	1.652146											
1001411	MMP1013	+	46	2.045431											
1001424	MMP1013	+	6	1.85702											
1002514	MMP1014	+	61	2.270807											
1003001	MMP1015	+	30	1.110294											
1003004	MMP1015	+	60	1.319147											
1003012	MMP1015	+	21	1.15909											
1003035	MMP1015	+	11	1.107842											
1003038	MMP1015	+	36	1.610159											
1003045	MMP1015	+	8	1.210521											
1004298	MMP1017	-	53	1.269034											
1004378	MMP1016	+	114	1.473027											
1004397	MMP1016	+	26	1.181817											
1007471	MMP1018	+	19	1.267602											
1007480	MMP1018	+	11	1.289466											
1007526	MMP1018	+	8	1.470561											
1008318	MMP1019	+	9	1.692254											
1009380	MMP1021	-	23	3.874641											
1009388	MMP1021	-	38	1.926807											
1009395	MMP1021	-	19	1.157023											
1012906	MMP1024	-	8	1.999875											
1015632	MMP1026	-	14	2.555383											
1015705	MMP1026	-	15	1.299994											
1015712	MMP1026	-	10	1.138887											
1021976	MMP1030	-	8	1.126982											
1021998	MMP1030	-	13	1.213111											
1022022	MMP1029	+	14	1.153844											
1022035	MMP1029	+	7	1.109373											
1022041	MMP1030	-	68	1.931494											
1022049	MMP1030	-	32	1.169311											
1022060	MMP1030	-	62	1.198717											
1022716	MMP1031	-	8	1.190472											
1022721	MMP1031	-	16	1.296291											
1022724	MMP1031	-	26	1.302322											
1022731	MMP1031	-	115	1.864655											
1023362	MMP1032	-	11	1.687457											
1023445	MMP1032	-	37	1.616656											
1028494	MMP1033	+	19	1.612883											
1030473	MMP1036	+	26	1.104											
1030479	MMP1036	+	137	2.44209											
1030493	MMP1036	+	11	1.91659											
1031018	MMP1037	+	6	1.59994											
1031830	MMP1038	+	34	1.188888											
1031917	MMP1038	+	24	1.175181											
1033970	MMP1039	+	11	1.139239											
1034580	MMP1040	+	10	1.106382											
1034582	MMP1040	+	8	1.102563											
1035299	MMP1041	+	63	1.524996											
1035335	MMP1041	+	31	1.369043											
1036784	MMP1043	+	26	1.481473											
1036791	MMP1043	+	7	1.170728											
1038503	MMP1044	+	42	1.699988											
1039938	MMP1045	+	6	1.107141											
1040076	MMP1045	+	10	1.133332											
1040099	MMP1045	+	10	1.178568											
1040729	MMP1046	+	10	1.163932											
1041019	MMP1047	+	607	1.139029											
1041025	MMP1047	+	1906	1.99478											
1041035	MMP1047	+	199	2.243742											
1041040	MMP1047	+	11	1.343739											
1041635	MMP1048	+	8	1.181814											
1041877	MMP1050	-	37	1.186868											
1041947	MMP1049	+	99	1.361313											
1044585	MMP1053	-	6	1.139532											
1044604	MMP1053	-	27	1.482134											
1044606	MMP1053	-	32	1.355552											
1044612	MMP1053	-	17	1.122301											
1044615	MMP1053	-	373	2.22697											
1047671	MMP1057	-	6	1.113205											
1047880	MMP1056	+	16	1.249996											
1047887	MMP1056	+	6	1.115382											
1053038	MMP1060	+	8	1.88879											
1055517	MMP1062	+	8	1.275853											
1057122	MMP1064	-	20	1.196077											
1057130	MMP1064	-	145	1.96666											
1057139	MMP1064	-	76	1.17312											
1057284	MMP1063	+	105	1.419998											
1058785	MMP1067	-	16	1.432421											
1058825	MMP1066	+	7	1.109373											
1058878	MMP1066	+	15	1.319142											
1060419	MMP1068	-	6	1.333315											
1061407	MMP1069	-	29	2.611022											
1062378	MMP1070	-	28	2.39993											
1063061	MMP1071	-	34	3.428398											
1063081	MMP1071	-	15	1.245898											
1065292	MMP1075	-	9	1.132351											
1065382	MMP1075	-	30	1.270268											
1065417	MMP1075	-	22	1.153845											
1065456	MMP1074	+	28	1.245612											
1065853	MMP1076	-	6	1.399973											
1067044	MMP1077	-	9	1.449978											
1071635	MMP1080	+	8	1.258056											
1071802	MMP1080	+	14	1.349991											
1071805	MMP1080	+	6	1.193542											
1074209	MMP1082	+	13	1.764661											
1074897	MMP1083	+	7	1.111109											
1074943	MMP1084	-	12	1.266661											
1074986	MMP1083	+	6	1.130432											
1075036	MMP1083	+	9	1.264698											
1076611	MMP1085	-	6	1.499958											
1080850	MMP1088	+	6	1.117645											
1082515	MMP1090	-	17	1.607121											
1083421	MMP1091	-	34	2.699915											
1084450	MMP1092	-	7	1.26922											
1085838	MMP1094	-	22	1.999955											
1085842	MMP1094	-	10	1.208329											
1085849	MMP1094	-	13	1.166665											
1085852	MMP1094	-	17	1.155962											
1085863	MMP1094	-	20	1.131578											
1085866	MMP1094	-	131	1.642154											
1089279	MMP1095	+	34	2.359946											
1092445	MMP1100	-	26	1.55318											
1092570	MMP1100	-	28	1.204378											
1092572	MMP1100	-	70	1.404622											
1092579	MMP1100	-	583	2.152172											
1093180	MMP1101	-	9	2.285531											
1093235	MMP1101	-	6	1.149996											
1093237	MMP1101	-	26	1.530601											
1093243	MMP1101	-	17	1.184781											
1096003	MMP1103	+	17	1.739098											
1096334	MMP1104	+	24	1.923041											
1097713	MMP1107	-	18	1.13846											
1097811	MMP1106	+	37	1.246665											
1097818	MMP1106	+	11	1.109999											
1097853	MMP1106	+	8	1.102563											
1097855	MMP1106	+	7	1.10294											
1098943	MMP1109	-	8	1.42103											
1100001	MMP1110	-	25	2.086909											
1100003	MMP1110	-	7	1.142854											
1100156	MMP1110	-	27	2.687395											
1103169	MMP1113	-	8	1.470561											
1103178	MMP1113	-	38	1.759985											
1107138	MMP1116	+	140	3.64146											
1107142	MMP1116	+	9	1.310334											
1107639	MMP1118	-	47	1.465342											
1107821	MMP1117	+	24	1.124352											
1107823	MMP1117	+	17	1.102409											
1109188	MMP1119	+	8	1.42103											
1110934	MMP1121	-	7	1.111109											
1111108	MMP1120	+	35	1.432093											
1111639	MMP1122	-	6	2.19976											
